id;text;formality_2_categories;formality_3_categories
707;Na chwilę obecną poradziłem sobie z problemem, trochę go obchodząc. Jeżeli Pan pozwoli skontaktuję się jutro i ustalimy jakiś moment, żeby zobaczyć co się tam dzieje.Pozdrawiam JK.;1;2
708;Poprawiono, w plikach pracy znajdują się już raporty ogólne, proszę o sprawdzenie.;0;0
709;Dzień dobry,problem występował we wtorek i został od razu rozwiązany. Obecnie nie powinno być tego komunikatu. ;1;2
710;"Czy czyścił Pan ""ciasteczka"" przeglądarek na których występuje problem? U mnie strona ładuje się bez błędu.Pozdrawiam AA.";0;0
711;Ludzie, czy Wy wreszcie naprawicie problem aktualizacji? Podmiana pliku pomogła jednorazowo i znów mam próbę automatycznego ściągania aktualizacji i zablokowany program.;0;1
712;Dzień dobry, bardzo proszę o dokładniejszy opis problemu.  Z tego który Pan umieścił w zgłoszeniu administratorzy nie będą potrafili Panu pomóc. Pozdrawiam AA.;0;1
713;Jakiej informacji pani oczekuje? Bo screen jest dosc jasny. Co wiecej nie działa to dla innych uzytkowników których pytałem;0;0
714;Dzień dobry, poproszę o zrzut ekranu przedstawiający problem. Nie do końca wiem, o które dokładnie okno chodzi. ;0;1
715;Z załączonego błędu nie wynika że to problem z logowaniem do usługi tylko z jej działaniem. Skoro się zalogował to przyjmuję że sieciowo spełnia potrzebne założenia. AA. ;0;1
716;Dzień dobry, czy możemy uznać sprawę za wyjaśnioną (nawet jeśli nasza informacja nie jest pomyślna)? Z poważaniem  AA.;1;2
717;Dziękuję za zgłoszenie. Administratorzy będą szukać przyczyny i rozwiązania. Z uszanowaniem BB.;1;2
718;Dzień dobry uprawnienia do realizacji wspomnianego testu zostały przyznane. W razie dodatkowych pytań proszę o kontynuację wątku. Pozdrawiam AA.;0;1
719;Łukasz, Kamil, Krystian macie jakiś pomysł? Ja raczej nie mam żadnego podobnego oprogramowania o które dopytuje użytkownik. JK. ;0;0
720;Super, dziękuję. Kluczem jest 'wszystkie moje formularze' bo domyślnie ustawia mi się 'ostatnio używane'. Jak wejdę we 'wszystkie...' to działa. Pozdrawiam serdecznie, JK.;0;0
721;Dzień dobry, proszę jeszcze o odrobinę cierpliwości. Sprawa jest rozpatrywana przez administratorów. Czekam na informacje. Pozdrawiam AA.;0;1
722;Kiedy mogę spodziewać się dostępu do nowego serwera? Szef się zaczyna niepokoić.;0;1
723;Dzień dobry,w załączeniu przesyłam skan dokumentu - przy imionach i nazwiskach uzupełniliśmy symbole jednostek. Czy to wystarczy?;0;1
724;Dzień dobry, dziękuję za zgłoszenie. Sprawdzamy dostępność sali i ekipy obsługi technicznej w tym dniu. Pozdrawiam JK.;0;1
725;Powód problemu był błąd w wpisaniu domeny.  Automatyczny wpis został poprawiony i się zalogowało.;0;1
726;Niezbędna migracja na nowy serwer. Dane dostępowe posiada Adam Nowak. Domeny na nowym serwerze są już utworzone i czekają na migrację.;1;2
727;Proponuję na dziś zamknąć, otworzę jak problem pojawi się ponownie - będę w stanie sprawdzić.;0;1
728;Witam ponownie,przepraszam, ale nie widzę żadnej odpowiedzi i nie wiem jak został rozwiązany problem. Pozdrawiam, BB.;0;0
729;Dzień dobry,Bardzo proszę o przesłanie prawidłowo wypełnionego Wniosku. Pozdrawiam AA.;1;2
730;Dziękuję. Teraz jest OK. Myślę, że można już upublicznić stronę. Ostatnie pytanie. Czy mogę uruchomić backup danych w ramach tych 1 GB przydziału?;1;2
731;Czy zgłoszenie można uznać za rozwiązane, czy też ma Pani jeszcze dodatkowe pytania w przedmiotowej sprawie? Pozdrawiam AA.;1;2
732;Czy to oznacza, że wnioskujący dostanie SMSa czy ma wysłać SMSa? Jeżeli to drugie to na jaki numer ma wysłać?;0;0
733;Wykonałem wstępną diagnozę u Pani i rzeczywiście aplikacja chodzi bardzo wolno. Przyczyną prawdopodobnie jest łącze internetowe, które wykazuje jedynie 6Mb. Minimalne łącze do swobodnej pracy to 40Mb. ;0;0
734;Nie zgodzę się z tym, do końca. Problem jest taki, że jak mu ręcznie to ustawimy, to co miesiąc będzie trzeba mu te uprawnienia kontrolować ręcznie. Na ten moment możemy to zrobić ręcznie, ale docelowo nie powinno być takiej sytuacji;0;1
735;Dzień dobry, tak dziękuję. Teraz na bieżąco wpisuję nowe hasło w kolejnych innych miejscach, które po kolei przestają działać. Taka zmiana dla zmiany.;0;1
736;"Sprawdź jak to jest ustawione dla nas. Jakie są wartości tego pola. O ile wiem to jeżeli ktoś ma parking to jest ustawione stałe potrącenie i to jest przekazywane jako ""możność parkowania"" do systemu wjazdowego firmy.";0;0
737;Dzień dobry, Nie instalowałam tego programu na swoim komputerze, mogę poprosić pana Nowaka o jego instalację, sama nie mam uprawnień. Pozdrawiam AA.;1;2
738;Dzień dobry, niestety nic się nie zmieniło, a jest mi to potrzebne pilnie do pracy. Pozdrawiam.;0;1
739;Wczoraj w bezpośrednim kontakcie ze zgłaszającym próbowaliśmy to wyprostować - czekamy na wyniki weryfikacji.;0;1
740;Dzień dobry. Dziękuję za przesłane informacje. W sprawach technicznych będziemy się kontaktować w kolejnych wiadomościach, przekażemy wtedy szczegółowe informacje. Pozdrawiam AA.;1;2
741;Proszę sprawdzić ponownie w trybie prywatnym przeglądarki aby było wymuszone nowe logowanie.;0;0
742;Dzień dobry, mam informację od firmy, że nie wiedzą gdzie wgrać nowe pliki. Czy mogą prosić o taką informację? Z tego co wiem pan Kowalski kontaktował się z p. Nowakiem. Dziękuję z góry BB.;0;1
743;Paweł,  Pani Paulina była poinformowa że upoważnienie może być rozpatrywane indywidualnie zamiast przez wnioskek ale że jeśli administrator będzie twierdził inaczej to będzie powiadomiona przez komentarza w HELP.;0;0
744;Poradzić da się tyle, że kawałek niedzieli wykorzystam na szukanie przyczyny problemu. Swoją stroną ciekawy zrzut ekranu. Jeszcze nigdy nie wystąpiło cos takiego. Dam znać niebawem. Pozdrawiam, AA.;0;1
745;Tak jak rozmawialiśmy telefonicznie, formularz nie jest idealny i te pola nie są potrzebne. Po podpisaniu wniosku należy tylko przypisać Nikołaja a on potwierdzi lub nie założenie konta z odpowiednimi parametrami. ;0;0
746;Problem występował w przypadku publikacji o dużej liczbie autorów. Ograniczyliśmy zwracanie listy autorów do 30 pierwszych pozycji.;1;2
747;Raport się wygeneruje, pojawi się lista 30 pierwszych autorów z dopiskiem '...';0;0
748;Czy sprawdziła Pani czy certyfikat jest ważny? Być może się przeterminował. Pozdrawiam BB.;1;2
749;Pani Elżbieto, Sprawa została przekazana do administratora. Pozdrawiam BB.;1;1
750;Czy potrzebujecie jeszcze jakieś informacji, żeby pomóc ?? Podejrzewam, że pan nie zdobędzie IP. JK. ;1;2
751;Czy potrzebuje Pani jeszcze naszego wsparcia? Czy też udzielona przez administratora odpowiedź okazała się wystarczająca? Pozdrawiam AA.;1;2
752;Dzień dobry, proszę o odrobinę cierpliwości. Próbuję ustalić z jakiego źródła ma pochodzić wnioskowane przez Pana oprogramowanie. Pozdrawiam BB.;1;2
753;Proszę o informację kiedy będę mogła odebrać sprzęt i zacząć korzystać z podpisu.;0;1
754;Słuchajcie, czy nie można teraz Panu ręcznie odblokować tych ustawień i równocześnie pracować nad docelowym rozwiązaniem?;0;0
755;Czy tylko Pan ma takie problemy? Jak objawia się problem, nie ma internetu wcale czy jest w kratkę? Czy jest Pan w stanie podać mi adres ip?;0;1
756;Dzień dobry, problem okazał się prostszy niż się wydawało i jest już rozwiązany. Przepraszam za niepotrzebne zajęcie czasu. Pozdrawiam JK.;0;0
757;Jarku, czy potrzebujesz jeszcze jakiej informacji od nas w zgłoszonej sprawie? BB. ;0;1
758;Niestety, nic się nie zmieniło. Pomimo prób mojego działu, nadal jest ten sam komunikat o błędzie. A sprawa jest BARDZO PILNA!;0;1
759;Użytkownik występuje w systemie dwa razy, najpierw rekrutował się na Paszport a później na dowód osobisty. Nie było jeszcze takiego przypadku, staramy się to wyprostować.;0;1
760;Przepraszam za opóźnienie w realizacji. Moja nieuwaga. Sprawę przekazałam do administratorów do realizacji. Pozdrawiam AA.;0;0
761;No tak, zadziałało. Ale teraz nie mogę zatwierdzić badania. Kilkakrotnie próbowałam wciskając potwierdzam, ale nie działa. A chcę zatwierdzić badanie, bo wyszło dobrze. Nie wyświetla się też raport szczegółowy.;0;1
762;Dzień dobry, przesyłam wstępne zestawienie. Poproszę o komentarz. Pozdrawiam, AA.;1;2
763;Bardzo dziękuję za pomoc. Przekażę do działu. Nie muszę mieć raportu szczegółowego. Wynik jest dobry. Byłabym ciekawa co system pokazał, ale mogę się bez tego obyć. Pozdrawiam;0;0
764;Dzień dobry, zgłoszenie wymaga przeprowadzenia analizy i testów w związku z tym potrzebujemy więcej czasu na identyfikację problemu. Pozdrawiam JK.;1;1
765;Dziękuję za komentarze. Czy moglibyśmy umówić się na konsultację? Pozdrawiam, BB.;0;1
766;Dzień dobry, tak jak pisałam, poproszę o kontakt bezpośrednio z zainteresowanymi. Z serdecznymi pozdrowieniami AA.;1;1
767;Narzędzie jest nam potrzebne. Zamknięcie idzie w poprzek do naszych potrzeb. Kiedy możemy spodziewać się jakiegoś konstruktywnego rozwiązania ? H.;0;0
768;Proszę o informację czy przelogowanie w usłudze wyeliminowało zgłoszony problem. ;1;2
769;Witam, próbowałem się skontaktować z Panem poprzez zgłoszenie oraz przez Teams. Proszę o informację czy problem nadal występuje. ;1;2
770;Proszę o więcej szczegółów tego problemu. Jaki pojawia się komunikat podczas próby uruchomienia programu?;0;1
771;Dzień dobry, na stacjonarnym działał tylko raz, potem na nastepny dzień już nie działał. Prześlę z domu, wieczorem. Pozdrawiam, JK. ;0;0
772;Jak tylko potwierdzicie formularz to zabieramy się do pracy. Na przyszłość w takich przypadkach (zgłoszenia www) proszę dopisywać mnie i Krzysztofa. Byłem w piątek na urlopie i zgłoszenie przeleżało przez weekend.;0;0
773;Bardzo dziękuje za rozwiązanie sprawy jak i gdzie zgłąszać takie zmiany, pozdrawiam AA.;0;0
774;No raczej juser bo ma taką opcję w panelu. Poza tym wp nie potrafi się zainstalować od razu na https z tego co pamiętam.;0;0
775;Może źle napisałem, salę można zarezerwować na 90 min, ale nikt tego nie robi. Wszyscy dają czas w pełnych godzinach zegarowych.;0;0
776;Nie zapytaliście się o wersję systemu operacyjnego, czy są zainstalowane wszystkie aktualizacje systemowe. Ten problem wydaje się innego rodzaju, ze względu na inny kod błędu. Proszę o doprecyzowanie zgłoszenia.;0;1
777;Co to za ruter, jakie ma IP? Proszę pokazać screen z konfiguracji forwardu portów.;1;1
778;Pani Agnieszko, proszę powiedzieć, jakie zmiany Pani robiła, to może uda nam się wspólnie je odczarować.  Marcin;0;1
779;Pani Ewelino, czy mogłaby Pani poprosić użytkownika o informacje jaki to system operacyjny i czy ma zainstalowane wszystkie ostatnie aktualizacje?;1;2
780;Dziękuję za informacje z opisem zastosowanego rozwiązania.W razie potrzeby możemy spróbować umówić się na zdalne konsultacje przez Teams, aby przyjrzeć się temu wspólnie. Pozdrawiam, JK.;1;1
781;Dzień dobry, poproszę o zamknięcie tematu - wszystko zostało wczoraj wyjaśnione. Serdecznie pozdrawiam.;1;2
782;Poproszę o więcej szczegółów dotyczących tego oprogramowania. Na podstawie tak przedstawionego problemu trudno wskazać konkretne rozwiązanie. Pozdrawiam AA.;1;2
783;Andrzej, czy Tobie coś wiadomo w tej sprawie? Szczególnie w kwestii akceptacji przygotowanej odpowiedzi. A może odpowiedź już wysłano?;0;0
784;Dzień dobry, administratorzy przekazali nam taką poradę: Proszę o zalogowanie się poświadczeniami pracowniczymi. Wskazany przez Pana problem zostanie wyeliminowany.;1;2
785;Uwaga, jeśli sprawa nie będzie miała kontynuacji to ją niedługo kulturalnie zamknę. Czy ktoś chce coś dodać?  Marcin;0;0
786;Zgodnie z sugestią zamykam zgłoszenie. Oczywiście służymy pomocą w razie wystąpienia problemów czy też wątpliwości. Pozdrawiam AA.;1;2
787;Przeszkolenie już przeszłam, rozumiem że należy je ponowić, będę wdzięczna za dalsze informacje. Dziękuję.;0;0
788;Panowie, być może takich pytań będziemy mieli więcej. Jakie są ustalenia i Wasze przewidywania? Jeśli to już jest gdzieś spisane, dajcie linka, proszę.;0;0
789;Jeżeli nie brakuje na nim użytkowników i poprawnie wyświetlają się wszystkie dane to można. W tej chwili protokoły już są poprawne i można pobrać nowy i porównać.;0;0
790;"Dziękuję bardzo. Rozumiem, że nie mogę mieć tego bloku ""pod ręką"" po lewej stronie? Czy jednak może się da go tam umiejscowić? JK.";0;1
791;Dzień dobry, widzę że sprawę zgłaszał Pan już dość dawno temu, a tego typu problemy niekiedy występują tylko czasowo. Czy system działa obecnie poprawnie?;1;2
792;To ja mam omamy wzrokowe. Sprawdziłam jeszcze raz i jest dobrze. Przepraszam za kłopot, ale zmylił mnie ten email o awarii. Pozdrawiam BB.;0;1
793;Czy problem nadal występuje? W międzyczasie były prowadzone prace naprawcze. Pozdrawiam BB.;1;2
794;Dzień dobry, wskazane sekcje zostały zarchiwizowane. Nie są już widoczne w strukturze widocznej dla użytkowników. Pozdrawiam AA.;1;2
795;Na obecną chwilę odpowiedzi brak. Wydaje mi się, że jeśli zalogowanie pomaga to zgłoszenia takie po potwierdzeniu można zamykać.;0;1
796;Proszę kwestie instalacji uzgodnić z Janem Nowakiem, którego zespół opiekuje się Pana jednostką. Pozdrawiam JK.;1;2
797;Pani Ewelino, mam prośbę o wysłanie maila do użytkownika z pytaniem, czy problem nadal występuje. Pozdrawiam JK.;1;2
798;Jaką ilością tych licencji jesteście Państwo zainteresowani? Aktualnie firma ma kupioną licencję na którą zawarła umowę na okres 3 lat. W związku z tym nie planujemy rozszerzania licencji. Pozdrawiam BB.;0;1
799;Proszę zespół programistów o wsparcie w tym temacie. Pozdrawiam AA.;0;0
800;Dzień dobry, potwierdzam, że otrzymałam wszystkie potrzebne informacje do korzystania z zaktualizowanego konta. Jeszcze raz dziękuję za pomoc. Pozdrawiam AA.;1;2
801;Przepraszam. To jedno z wielu takich zgłoszeń i sprawa była załatwiona już jakiś czas temu, ale przegapiłem ją i nie odpisałem. ;1;2
802;Nie mam uwag, u Pani jest potrzebna interwencja informatyka i zbadania połączenia sieciowego. Zgłoszenie zamykam. ;0;0
803;Marcin, No ta idea wydaje się słuszna zwłaszcza, że owszem są pewne różnice wynikające z pójścia do przodu. Stefan.;0;0
804;Najważniejsze to nadpisać plik index.html lub go usunąć. Reszta katalogów np stats jest ważna i pomocną jak zostaną włączone analizy np webstats. Pozdrawiam, Jan Kowalski.;1;2
805;Firma poprawiała oprogramowanie. Proszę sprawdzić i mieć trochę cierpliwości. Z wyrazami szacunku Jakub Nowak.;1;2
806;Pytanie. Czy przed skopiowaniem plików strony do katalogu web należy skasować zawartość tego katalogu? Bo widzę, że w web są jakieś pliki i katalogi. Pozdrawiam, Jan Kowalski.;1;2
807;Przepraszam, jeszcze taki problem pojawił się w tak zwanym międzyczasie. Pozdrawiam, AB.;0;1
808;Tak, doraźnie pomogło. Dziękuję. Już nie mogę sie doczekać aktualizacji! Gorąco pozdrawiam, Jakbun Nowak. ;0;1
809;Firma poprawiła oprogramowanie. Proszę sprawdzić. Ja widzę u Pana sześć osób ma liście. Z poważaniem, Andrzej. ;1;2
810;Przepraszam, ale nie wiem dlaczego miałbym nadać Pani taką rolę. Nie dostałem takiej informacji od Kierownika. Z wyrazami szacunku, Jan Kowalski.  ;1;2
811;Proszę o ponowną próbę, w przypadku niepowodzenia proszę o załączenia nowych zrzutów ekranu. Z poważaniem, Agnieszka Kowalska.;0;0
812;Stefan, sprawdź czy po twoich korektach u tego Pana już jest wszystko w porządku. Ja się odpisuję tego zgłoszenia. Jarek.;0;1
813;Panie Jakubie, w tym momencie system działa. Liczę, że problemy zostały lub wkrótce zostaną usunięte.  Marcin;0;0
814;Próbowałem już wielokrotnie! Rezultat zawsze taki sam: czysta biała strona widoczna bez logowania i uwierzytelnienia! Nie mam już siły czekać na rozwiązanie!;0;0
815;Panowie, jaka jest porada na dzisiaj? Starać się uruchamiać aplikację? Zalecać przejście na wersję webową?;0;0
816;Przykro mi, nie było mnie w piątek. Dziś wygląda, że konto ma przypisaną licencję. Poproszę o potwierdzenie po stronie firmy. Możecie sprawdzić? Agnieszka.;1;2
817;Obstawiam raczej zbieg okoliczności, niektóre spam listy wpisują adres tylko na jakiś czas np. 48h, tydzień potem go usuwają automatem. Nie podejmowaliśmy w ostatnim czasie żadnych działań w tym temacie. Grzegorz.;0;1
818;Panowie, a może jednak mamy wpływ na to jak postrzegani jesteśmy w sieci?? Czy możecie się odnieść do tej sytuacji? Pozdrawiam, Kasia.;0;0
819;W związku z potwierdzenie poprawności wyświetlania kart zamykam zgłoszenie. Pozdrawiam, AB.;1;2
820;Można już zalogować się do systemu. Proszę próbować w przeglądarce w trybie InPrivate. Pozdrawiam Jan Kowalski.;0;1
821;"Niestety, sytuacja jest bez zmian - taki sam komunikat ""błąd łączenia z bazą danych"". Z poważaniem, Jan Kowalski.";0;1
822;Aha, bo po prostu stare przestało działać. Istnieje jakieś 5% szansy, że to ja coś pomyliłem, ale może to reguła, że przy zmianie danych system resetuje hasło? Po resendzie oczywiście wszystko zadziałało. Pozdrawiam, Michał Nowak.;0;0
823;Dziękuję za informacje. Dołączyłem mój głos do innych głosów w tej samej sprawie. Pozdrawiam AB.;1;2
824;Panowie zanim Pani dośle zrzut z błędem już Was proszę o działanie, nie ma co czekać. Agata.;0;0
825;Próbuje Pani uruchomić program z sieci biurowej czy z domu? Jeżeli z domu to czy jest zestawione połączenie VPN?P roszę o załączenie zrzutu ekranu z błędem. Z poważaniem, Kasia Kowalska.;0;1
826;Dzień dobry, nowy hosting przygotowany. Dane do logowania otrzymał Pan mailem wraz z instrukcją jak przetestować serwis przed produkcyjnym włączeniem. Z wyrazami szacunku, administracja.;1;2
827;Problem z logowaniem został doraźnie usunięty przez usługodawcę. Nadal jednak pracują nad usunięciem przyczyny. Jeszcze dzisiaj mają wdrożyć zmianę na środowisko produkcyjne. Z naszej strony pomagać ma w tym Krzysztof.;0;1
828;Poprawialiśmy, powinno być już OK, a sam komunikat będzie wskazywał z jakich działów brakuje danych. Pozdrawiam, JK.;0;0
829;Niestety nie zalazłam w aplikacji ustawień, które mogłyby zmienić sposób sortowania. Sprawę przekieruję do administratorów usługi, może jest to kwestia jakiś globalnych ustawień. Pozdrawiam, Michalina.;1;2
830;Udało się zalogować jeden raz, ale po zmianie zespołu, wczytało pustą bazę danych i i podało kod błędu. Kilka prób zmieniało tylko numerek błędu. Nic więcej. Pozdrawiam, Andrzej Nowak.;1;2
831;Tak oczywiście bardzo proszę o sprawną realizację tego zadania. Zależy nam na szybkim uruchomieniu nowej strony https. Rozumiem, że otrzymam potrzebne dane do logowania, bo stare pewnie będą nieaktualne. Dziękuję. Grzegorz Kowalski.;1;2
832;Dzień dobry, rzeczywiście w tym momencie logowanie nie działa. Spróbujemy się dowiedzieć, jakie są widoki na przyszłość. Pozdrawiam, Jacek Kowalski.;0;0
833;Proszę otworzyć przeglądarkę w trybie InPrivate i ponownie spróbować zalogować się do systemu. Pozdrawiam, Agata Nowak.;1;2
834;Jeśli zapadną decyzje co do realizacji to proszę o ponowne otwarcie zgłoszenia.;0;1
835;Dzień dobry,czy otrzymała Pani już wymagane informacje? Pytam, bo może coś miało miejsce poza chatem?  Marcin;0;0
836;Panowie, proszę o pomoc, bo może to coś technicznego? EDIT: na szczęście już nieaktualne;0;1
837;Dzień dobry, czekamy na wiążące informacje, które będziemy mogli Państwu przekazać. Dziękuję za wyrozumialość  Adam;1;1
838;Jeżeli stworzy Pan grupę (zespół) lub zorganizuje spotkanie poprzez kalendarz to bez problemu powinno się udać. Pozdrawiam AA.;1;2
839;W takim razie życzymy dalszych sukcesów w budowaniu strony . Miłego dnia.;0;0
840;Zaleceń precyzyjnych w tym temacie nie ma. Pracujemy nad swoją koncepcją, którą będzie trzeba zatwierdzić u dyrekcji. Dziś powinien być opis planu działania. Ale prezentacja przed zatwierdzeniem nie ma sensu.;0;0
841;Mam jeszcze pytanie o to jak mam się na ta pocztę zalogować bo poprzednie ustawienia nie funkcjonują. Potrzebne mi są adres serwera smtp i parametry połączenia gdyż chcę je ustawić w programie wysyłkowym. Proszę o te informacje EK;0;1
842;"Dzień dobry, liczę, że w tym tygodniu poznamy zasady ""czyszczenia"" zespołów testowych. Proszę jeszcze o chwilę cierpliwości.";1;2
843;Niestety dalej mam problem. Poproszę o dalsze wskazówki. Zrzuty ekranu w załączeniu ;0;1
844;Problem już został naprawiony wcześniej. Przepraszam za brak powiadomienia.;0;0
845;Dziękuję bardzo za szybką odpowiedź. Czyli jak założę zespół to nie powinnam mieć problemów. Jeszcze raz dziękuję i pozdrawiam serdecznie JK.;1;2
846;Andrzej, czy już może coś wiesz w tej sprawie? Pozdrawiam AA.;0;0
847;Pana problem został przekazany do analizy przez administratorów. Niestety nie otrzymaliśmy jeszcze żadnych konkretnych wyników tej analizy. Czy zgłoszony przez Pana problem nadal występuje? PozdrawiamJoanna AA.;1;2
848;Brak podstawowych informacji - czy chodzi o serwer wirtualny?- czy chodzi o hosting?- jeżeli hoting to która domena, jest ich kilka.;0;0
849;Sprawa już została wyjaśniona - problem związany był ze ścieżkami.;0;1
850;Jesteśmy umówione. Mam nadzieję, że nie będzie żadnych przeszkód. Serdecznie pozdrawiam.;0;0
851;"Dzień dobry, w której karcie występuje ten ""null"" ? Proszę o konkretne wskazanie albo zrzut ekranu. ";0;1
852;Dzień dobry. Po raz kolejny piszę z prośba o informacje, czy problem jest rozwiązywalny? AA.;1;2
853;Mam pytanie. Czy jeśli właśnie przeszedłem indywidualne szkolenie u młodszego doświadczonego kolegi to mógłbym uzyskać dostęp do przeprowadzenia testu? ;0;1
854;Pani Katarzyno, chapeaux bas. Nigdy bym tego sam nie zauważył. Bardzo dziękuję za pomoc i pozdrawiam.;0;1
855;Tak należy do nas złożyć wniosek tak jak co roku. W tej chwili z uwagi na zmiany nazw i symboli jednostek pomimo dostarczonego  w roku ubiegłym wniosku proszę o jego ponowne złożenie. Pozdrawiam AA.;1;2
856;Błąd nastąpił w związku z niespodziewaną aktualizacją serwisu. Obecnie już wszystko działa i akceptacja badania powinna przebiec poprawnie. Proszę kontynuować proces dyplomowania.;0;0
857;Takie zapytanie zostało skierowane do odpowiednich jednostek. Czekamy na informację zwrotną. Poinformujemy w momencie otrzymania odpowiedzi. Pozdrawiam AA.;1;1
858;Standardowy temat graficzny Boost też podobnie wyświetla odpowiedzi - patrz załącznik.Pewnie stąd się to wzięło.;0;1
859;Dziękuję bardzo. Tak dokładnie te kohorty. Czy Architektura to również Architektura wnętrz? Upewniam się, nie do końca znam tajniki zapisu.;0;0
860;Dzień dobry, potwierdzam wniosek o zablokowanie wskazanych sekcji. Pozdrawiam.;1;1
861;Dzień dobry, faktycznie włączył się filtr i zostały ukryte wszystkie działy. Dziękuję za podpowiedź.Pozdrawiam BB.;1;1
862;"Przycisk jest wyświetlany pod warunkiem posiadania uprawnień do wykonywania akcji w stanie ""Upoważnienie przyznane"". Sprawdzę, dam znać. Pozdrawiam, JK.";1;2
863;Wiktorze, sprawa podobna do tej, którą przed chwilą rozwiązałeś. Nie wiem, czy na tym etapie dodawać p. Nowaka, zostawiam tę decyzję Tobie. Adam.;1;1
864;Proszę o sprawdzenie czy teraz wszystko jest OK i czy można zamknąć zgłoszenie?;0;1
865;Dzień dobry, już sprawdzam jaka jest sytuacja. Trzeba pamiętać, że co jakiś czas następują zmiany w strukturze organizacyjnej, może jest to z tym związane. Pozdrawiam, JK.;0;1
866;Już widziałam zmiany. Serdecznie dziękuję za pomoc i, oczywiście, sprawdzam dalej. Życzę miłego dnia.;1;2
867;Dziękuję Państwu za pomoc. Jak długo czeka się z reguły na rejestrację w systemie?;1;2
868;Stefanie odpiszesz? Żeby już Pani nie mieszać w głowie kolejnym odpisującym - to zależy od typu pytania (true/false lub wielokrotnego wyboru). Pozdrawiam, Jan Kowalski.;0;1
869;Na czym polega ten problem? Czy może Pani dołączyć zrzut ekranu z problemem? Pozdrawiam AA.;1;2
870;Oczywiście, proszę podać jaki obszar tego zakupu stanowi dla Pana niewiadomą. Pozdrawiam JK.;1;2
871;Jeżeli uzupełni Pani wskazane kolumny całość formularza będzie kompletnie wypełniona. Pozdrawiam AA.;0;1
872;Awaria poczty została usunięta w dniu wczorajszym. Zamykam zgłoszenie. Pozdrawiam B.;1;2
873;Cześć Iwona. Podpowiedz proszę w jakim systemie rejestrujesz te upoważnienia. Czy to jest A? Czy to może jest B? Pozdrawiam AA.;0;1
874;Bardzo proszę o informację zwrotną, czy problem nadal występuje. Pytaliśmy także o ustawienia daty systemowej, jednak nie otrzymaliśmy odpowiedzi. Pozdrawiam JK.;1;1
875;Dzień dobry, to bardzo dobry pomysł aby dopisywać rok na końcu nazwy. Nazwa skrócona nie może się powtarzać. Pozdrawiam JK.;0;1
876;Dzień dobry. Niestety wskazane osoby muszą poczekać aż umowy będą podpisane. Wtedy też konta będą aktywowane i będą mogli korzystać z systemu. Nie mamy żadnego wpływu na te procesy. Pozdrawiam AA.;1;2
877;Dziękuję, to wyjaśnia bardzo wiele. Jestem jednak ciekawa, czy samodzielnie mogę zmienić położenie kółek odpowiedzi - jedno pod drugim na te obok siebie, żeby sprawdzić, jaki tym razem będzie efekt.;0;1
878;Czas trwania licencji równy jest czasowi trwania umowy? Kilka umów kilka licencji?;0;1
879;Tak, poproszę o wyjaśnienie w jaki sposób sprawa została rozwiązana. Pozdrawiam AA.;1;0
880;Uprzejmie proszę o potwierdzenie, czy zgłoszony problem udało się rozwiązać lub czy jest potrzebna dalsza pomoc. Pozdrawiam, JK.;1;2
881;Gdyby były problemy z ustawieniem opcji zapisów do systemu nowych użytkowników, proszę o kontynuowanie tego wątku. Aktualnie oznaczam zgłoszenie jako rozwiązane. Pozdrawiam, JK.;1;2
882;Problem w tym, że zespół został już założony. Jednak umieszczono go w spisie zespołów niewłaściwych jednostek.;0;1
883;Problem został zdiagnozowany i usunięty. Proszę o informację zwrotną czy udało się zalogować i aktywować konto.;1;2
884;Mam nadzieję, że dostarczone wskazówki okazały się pomocne. Pozdrawiam AA.;0;1
885;Z korespondencji mailowej wiem, że sprawa została wyjaśniona. Zamykam zgłoszenie. Jednak w przypadku gdy pojawią się jakieś dodatkowe pytania, zgłoszenie można oczywiście ponownie otworzyć. Pozdrawiam BB.;0;1
886;Formularz, ma szary obszar w którym jest pole Adres Skrzynki. Tam proszę podać adres o który Państwo wnioskujecie. Tak skrzynka może być założona w domenie info bezterminowo. Pozdrawiam AA.;0;1
887;Dzień dobry, dziękuję za jak zawsze precyzyjne odpowiedzi. Pozdrawiam JK.;1;2
888;Proszę Pana, nie przeczę, że zapomniałem dodać tej ważniej informacji. Chodziło mi o przeniesienie zespołu do właściwych jednostek. Dziękuję;1;2
889;Mieszkańcy zgłosili również brak WIFI. W czasach pracy zdalnej jest to dla nich dużym problemem.;0;0
890;Dzień dobry, prace nadal w toku, ale efekt tak czy inaczej nie będzie widoczny wcześniej niż jutro. Proszę jeszcze o trochę cierpliwości. Adam;0;0
891;Słuchajcie, kto i w jakim momencie zakłada alias do konta ? Jeżeli to jest sprawa działu osobowego to proszę o informację. Pozdrawiam BB.;0;0
892;Proszę podać informację na jakim  systemie operacyjnym występuje ten problem? Chodzi o wersję Windows. Pozdrawiam JK.;1;2
893;Dzień dobry, uprzejmie proszę o doprecyzowanie jakie grupy ma Pani na myśli? Pozdrawiam;0;1
894;Dzień dobry, problem najprawdopodobniej wystąpił podczas ponownej (ręcznej) próby pobrania podania. Proszę spróbować pobrać to podanie z listy wniosków. Poprosiłbym o informację zwrotną czy problem został rozwiązany.;1;2
